category,product_name,material_score,carbon_footprint,packaging,tip
Gardening,Compost Bin,8,1,4,Convert kitchen waste into compost.
Healthcare,Reusable Cotton Pads,10,4,4,Replace disposable wipes with reusable ones.
Clothing,Handkerchief,6,8,5,Reuse and wash instead of using tissues.
Healthcare,Reusable Cotton Pads,9,1,4,Replace disposable wipes with reusable ones.
Furniture,Bamboo Chair,7,2,3,Sustainable alternative to plastic furniture.
Healthcare,Reusable Cotton Pads,5,5,3,Replace disposable wipes with reusable ones.
Gardening,Compost Bin,8,4,1,Convert kitchen waste into compost.
Toys,Wooden Blocks,8,1,5,Eco-friendly alternative to plastic toys.
Stationery,Notebook,9,8,3,Use recycled paper notebooks.
Stationery,Pen,9,5,2,Refillable pens reduce plastic waste.
Beauty,Lipstick,7,7,5,Opt for refillable lipstick cases to reduce waste.
Stationery,Pen,8,7,2,Refillable pens reduce plastic waste.
Beauty,Lipstick,8,8,4,Opt for refillable lipstick cases to reduce waste.
Electronics,Laptop,10,3,2,Use energy-saving mode to reduce power consumption.
Furniture,Bamboo Chair,7,8,2,Sustainable alternative to plastic furniture.
Stationery,Pen,9,3,2,Refillable pens reduce plastic waste.
Stationery,Pen,8,5,3,Refillable pens reduce plastic waste.
Electronics,Laptop,9,5,4,Use energy-saving mode to reduce power consumption.
Sports,Recycled Yoga Mat,5,7,5,Made from sustainable materials.
Toys,Wooden Blocks,8,1,4,Eco-friendly alternative to plastic toys.
Electronics,Laptop,8,6,1,Use energy-saving mode to reduce power consumption.
Healthcare,Reusable Cotton Pads,6,6,2,Replace disposable wipes with reusable ones.
Stationery,Pen,5,2,4,Refillable pens reduce plastic waste.
Stationery,Notebook,7,5,1,Use recycled paper notebooks.
Furniture,Bamboo Chair,5,8,3,Sustainable alternative to plastic furniture.
Stationery,Notebook,7,7,1,Use recycled paper notebooks.
Kitchen,Steel Water Bottle,5,6,3,Refill instead of buying plastic bottles.
Automotive,Eco Car Wash Shampoo,6,5,2,Biodegradable car wash soap.
Groceries,Reusable Bag,10,6,1,Avoid plastic bags by carrying a reusable one.
Kitchen,Wooden Spoon,10,5,3,Use biodegradable wooden spoons instead of plastic.
Household,Bamboo Toothbrush,8,2,2,Switch to biodegradable toothbrushes.
Electronics,LED Bulb,8,10,4,Switch to LED bulbs for lower energy usage.
Groceries,Reusable Bag,6,2,4,Avoid plastic bags by carrying a reusable one.
Healthcare,Reusable Cotton Pads,7,3,2,Replace disposable wipes with reusable ones.
Furniture,Bamboo Chair,10,9,3,Sustainable alternative to plastic furniture.
Clothing,Cotton Shirt,6,10,2,Wash with cold water to save energy.
Furniture,Bamboo Chair,10,4,1,Sustainable alternative to plastic furniture.
Automotive,Eco Car Wash Shampoo,5,1,1,Biodegradable car wash soap.
Household,Bamboo Toothbrush,9,6,3,Switch to biodegradable toothbrushes.
Gardening,Compost Bin,9,7,1,Convert kitchen waste into compost.
Healthcare,Reusable Cotton Pads,8,1,5,Replace disposable wipes with reusable ones.
Healthcare,Reusable Cotton Pads,6,4,3,Replace disposable wipes with reusable ones.
Toys,Wooden Blocks,10,1,5,Eco-friendly alternative to plastic toys.
Electronics,LED Bulb,8,8,4,Switch to LED bulbs for lower energy usage.
Sports,Recycled Yoga Mat,7,5,2,Made from sustainable materials.
Healthcare,Reusable Cotton Pads,5,7,3,Replace disposable wipes with reusable ones.
Household,Bamboo Toothbrush,7,5,5,Switch to biodegradable toothbrushes.
Stationery,Notebook,8,9,4,Use recycled paper notebooks.
Clothing,Handkerchief,8,6,1,Reuse and wash instead of using tissues.
Healthcare,Reusable Cotton Pads,10,6,4,Replace disposable wipes with reusable ones.
Sports,Recycled Yoga Mat,6,8,2,Made from sustainable materials.
Toys,Wooden Blocks,8,8,3,Eco-friendly alternative to plastic toys.
Electronics,LED Bulb,10,8,4,Switch to LED bulbs for lower energy usage.
Healthcare,Reusable Cotton Pads,10,4,1,Replace disposable wipes with reusable ones.
Healthcare,Reusable Cotton Pads,6,2,2,Replace disposable wipes with reusable ones.
Electronics,Laptop,6,8,4,Use energy-saving mode to reduce power consumption.
Sports,Recycled Yoga Mat,6,8,1,Made from sustainable materials.
Sports,Recycled Yoga Mat,5,8,3,Made from sustainable materials.
Sports,Recycled Yoga Mat,8,6,2,Made from sustainable materials.
Sports,Recycled Yoga Mat,10,3,3,Made from sustainable materials.
Clothing,Handkerchief,9,2,2,Reuse and wash instead of using tissues.
Stationery,Pen,7,5,3,Refillable pens reduce plastic waste.
Kitchen,Steel Water Bottle,7,6,3,Refill instead of buying plastic bottles.
Healthcare,Reusable Cotton Pads,10,7,4,Replace disposable wipes with reusable ones.
Kitchen,Wooden Spoon,7,8,1,Use biodegradable wooden spoons instead of plastic.
Healthcare,Reusable Cotton Pads,9,10,4,Replace disposable wipes with reusable ones.
Kitchen,Wooden Spoon,8,4,3,Use biodegradable wooden spoons instead of plastic.
Electronics,LED Bulb,6,8,1,Switch to LED bulbs for lower energy usage.
Furniture,Bamboo Chair,6,3,4,Sustainable alternative to plastic furniture.
Kitchen,Wooden Spoon,7,9,4,Use biodegradable wooden spoons instead of plastic.
Toys,Wooden Blocks,6,3,2,Eco-friendly alternative to plastic toys.
Household,Bamboo Toothbrush,6,10,2,Switch to biodegradable toothbrushes.
Toys,Wooden Blocks,6,7,5,Eco-friendly alternative to plastic toys.
Sports,Recycled Yoga Mat,7,4,4,Made from sustainable materials.
Beauty,Lipstick,5,6,4,Opt for refillable lipstick cases to reduce waste.
Toys,Wooden Blocks,5,10,1,Eco-friendly alternative to plastic toys.
Groceries,Reusable Bag,9,1,5,Avoid plastic bags by carrying a reusable one.
Toys,Wooden Blocks,9,7,4,Eco-friendly alternative to plastic toys.
Kitchen,Steel Water Bottle,10,9,1,Refill instead of buying plastic bottles.
Beauty,Lipstick,8,6,2,Opt for refillable lipstick cases to reduce waste.
Sports,Recycled Yoga Mat,5,4,5,Made from sustainable materials.
Stationery,Notebook,10,3,5,Use recycled paper notebooks.
Automotive,Eco Car Wash Shampoo,10,9,4,Biodegradable car wash soap.
Stationery,Notebook,6,8,2,Use recycled paper notebooks.
Healthcare,Reusable Cotton Pads,6,6,3,Replace disposable wipes with reusable ones.
Clothing,Handkerchief,6,10,1,Reuse and wash instead of using tissues.
Healthcare,Reusable Cotton Pads,10,4,1,Replace disposable wipes with reusable ones.
Toys,Wooden Blocks,7,4,5,Eco-friendly alternative to plastic toys.
Toys,Wooden Blocks,5,5,2,Eco-friendly alternative to plastic toys.
Toys,Wooden Blocks,5,6,1,Eco-friendly alternative to plastic toys.
Healthcare,Reusable Cotton Pads,6,1,1,Replace disposable wipes with reusable ones.
Stationery,Pen,5,7,4,Refillable pens reduce plastic waste.
Groceries,Reusable Bag,8,8,3,Avoid plastic bags by carrying a reusable one.
Furniture,Bamboo Chair,7,3,1,Sustainable alternative to plastic furniture.
Sports,Recycled Yoga Mat,6,1,3,Made from sustainable materials.
Household,Bamboo Toothbrush,6,1,1,Switch to biodegradable toothbrushes.
Kitchen,Wooden Spoon,7,6,1,Use biodegradable wooden spoons instead of plastic.
Household,Bamboo Toothbrush,5,4,5,Switch to biodegradable toothbrushes.
Electronics,LED Bulb,7,10,4,Switch to LED bulbs for lower energy usage.
Toys,Wooden Blocks,5,7,3,Eco-friendly alternative to plastic toys.
Groceries,Reusable Bag,5,6,4,Avoid plastic bags by carrying a reusable one.
Groceries,Reusable Bag,9,10,4,Avoid plastic bags by carrying a reusable one.
Sports,Recycled Yoga Mat,7,8,5,Made from sustainable materials.
Clothing,Handkerchief,9,8,2,Reuse and wash instead of using tissues.
Electronics,Laptop,9,1,3,Use energy-saving mode to reduce power consumption.
Gardening,Compost Bin,5,5,4,Convert kitchen waste into compost.
Gardening,Compost Bin,10,3,4,Convert kitchen waste into compost.
Gardening,Compost Bin,8,9,5,Convert kitchen waste into compost.
Clothing,Handkerchief,6,1,3,Reuse and wash instead of using tissues.
Stationery,Pen,9,7,2,Refillable pens reduce plastic waste.
Clothing,Cotton Shirt,6,6,2,Wash with cold water to save energy.
Beauty,Lipstick,6,8,4,Opt for refillable lipstick cases to reduce waste.
Furniture,Bamboo Chair,10,5,3,Sustainable alternative to plastic furniture.
Stationery,Notebook,10,5,1,Use recycled paper notebooks.
Stationery,Pen,7,8,3,Refillable pens reduce plastic waste.
Beauty,Lipstick,6,6,5,Opt for refillable lipstick cases to reduce waste.
Toys,Wooden Blocks,8,10,3,Eco-friendly alternative to plastic toys.
Beauty,Lipstick,8,8,5,Opt for refillable lipstick cases to reduce waste.
Stationery,Pen,9,6,2,Refillable pens reduce plastic waste.
Sports,Recycled Yoga Mat,6,10,2,Made from sustainable materials.
Household,Bamboo Toothbrush,6,6,5,Switch to biodegradable toothbrushes.
Furniture,Bamboo Chair,8,5,1,Sustainable alternative to plastic furniture.
Healthcare,Reusable Cotton Pads,7,9,1,Replace disposable wipes with reusable ones.
Beauty,Lipstick,9,6,1,Opt for refillable lipstick cases to reduce waste.
Healthcare,Reusable Cotton Pads,7,8,1,Replace disposable wipes with reusable ones.
Gardening,Compost Bin,8,7,2,Convert kitchen waste into compost.
Household,Bamboo Toothbrush,7,8,2,Switch to biodegradable toothbrushes.
Toys,Wooden Blocks,5,7,5,Eco-friendly alternative to plastic toys.
Electronics,LED Bulb,8,2,3,Switch to LED bulbs for lower energy usage.
Toys,Wooden Blocks,9,10,2,Eco-friendly alternative to plastic toys.
Electronics,LED Bulb,10,3,3,Switch to LED bulbs for lower energy usage.
Toys,Wooden Blocks,6,4,3,Eco-friendly alternative to plastic toys.
Beauty,Lipstick,7,6,4,Opt for refillable lipstick cases to reduce waste.
Furniture,Bamboo Chair,10,4,3,Sustainable alternative to plastic furniture.
Household,Bamboo Toothbrush,6,6,2,Switch to biodegradable toothbrushes.
Toys,Wooden Blocks,7,5,2,Eco-friendly alternative to plastic toys.
Beauty,Lipstick,6,5,3,Opt for refillable lipstick cases to reduce waste.
Household,Bamboo Toothbrush,9,10,4,Switch to biodegradable toothbrushes.
Electronics,LED Bulb,6,5,4,Switch to LED bulbs for lower energy usage.
Kitchen,Steel Water Bottle,6,10,1,Refill instead of buying plastic bottles.
Kitchen,Steel Water Bottle,5,1,5,Refill instead of buying plastic bottles.
Furniture,Bamboo Chair,6,1,4,Sustainable alternative to plastic furniture.
Furniture,Bamboo Chair,5,9,2,Sustainable alternative to plastic furniture.
Electronics,LED Bulb,8,2,1,Switch to LED bulbs for lower energy usage.
Groceries,Reusable Bag,6,1,2,Avoid plastic bags by carrying a reusable one.
Healthcare,Reusable Cotton Pads,10,10,4,Replace disposable wipes with reusable ones.
Automotive,Eco Car Wash Shampoo,8,6,3,Biodegradable car wash soap.
Automotive,Eco Car Wash Shampoo,7,1,3,Biodegradable car wash soap.
Clothing,Cotton Shirt,9,8,4,Wash with cold water to save energy.
Clothing,Handkerchief,5,8,1,Reuse and wash instead of using tissues.
Electronics,LED Bulb,5,3,1,Switch to LED bulbs for lower energy usage.
Sports,Recycled Yoga Mat,7,2,2,Made from sustainable materials.
Kitchen,Wooden Spoon,6,4,4,Use biodegradable wooden spoons instead of plastic.
Electronics,LED Bulb,9,9,5,Switch to LED bulbs for lower energy usage.
Clothing,Cotton Shirt,9,5,3,Wash with cold water to save energy.
Healthcare,Reusable Cotton Pads,10,8,4,Replace disposable wipes with reusable ones.
Beauty,Lipstick,7,3,1,Opt for refillable lipstick cases to reduce waste.
Sports,Recycled Yoga Mat,6,6,1,Made from sustainable materials.
Healthcare,Reusable Cotton Pads,6,6,4,Replace disposable wipes with reusable ones.
Toys,Wooden Blocks,9,6,4,Eco-friendly alternative to plastic toys.
Groceries,Reusable Bag,10,7,1,Avoid plastic bags by carrying a reusable one.
Gardening,Compost Bin,6,10,4,Convert kitchen waste into compost.
Kitchen,Steel Water Bottle,9,9,5,Refill instead of buying plastic bottles.
Beauty,Lipstick,5,10,2,Opt for refillable lipstick cases to reduce waste.
Electronics,LED Bulb,6,2,1,Switch to LED bulbs for lower energy usage.
Gardening,Compost Bin,10,2,2,Convert kitchen waste into compost.
Household,Bamboo Toothbrush,9,2,3,Switch to biodegradable toothbrushes.
Toys,Wooden Blocks,7,4,5,Eco-friendly alternative to plastic toys.
Household,Bamboo Toothbrush,10,10,3,Switch to biodegradable toothbrushes.
Beauty,Lipstick,8,5,3,Opt for refillable lipstick cases to reduce waste.
Gardening,Compost Bin,10,3,3,Convert kitchen waste into compost.
Stationery,Pen,10,9,5,Refillable pens reduce plastic waste.
Stationery,Notebook,5,2,2,Use recycled paper notebooks.
Furniture,Bamboo Chair,6,1,2,Sustainable alternative to plastic furniture.
Kitchen,Steel Water Bottle,5,9,5,Refill instead of buying plastic bottles.
Toys,Wooden Blocks,10,2,3,Eco-friendly alternative to plastic toys.
Gardening,Compost Bin,10,10,4,Convert kitchen waste into compost.
Clothing,Cotton Shirt,5,2,3,Wash with cold water to save energy.
Groceries,Reusable Bag,5,5,3,Avoid plastic bags by carrying a reusable one.
Stationery,Notebook,10,4,2,Use recycled paper notebooks.
Household,Bamboo Toothbrush,10,8,2,Switch to biodegradable toothbrushes.
Clothing,Handkerchief,5,6,3,Reuse and wash instead of using tissues.
Healthcare,Reusable Cotton Pads,10,6,3,Replace disposable wipes with reusable ones.
Healthcare,Reusable Cotton Pads,6,5,1,Replace disposable wipes with reusable ones.
Beauty,Lipstick,6,7,1,Opt for refillable lipstick cases to reduce waste.
Electronics,LED Bulb,9,4,4,Switch to LED bulbs for lower energy usage.
Sports,Recycled Yoga Mat,10,5,3,Made from sustainable materials.
Automotive,Eco Car Wash Shampoo,10,9,1,Biodegradable car wash soap.
Electronics,LED Bulb,7,10,3,Switch to LED bulbs for lower energy usage.
Toys,Wooden Blocks,10,5,1,Eco-friendly alternative to plastic toys.
Toys,Wooden Blocks,7,8,4,Eco-friendly alternative to plastic toys.
Clothing,Handkerchief,9,1,4,Reuse and wash instead of using tissues.
Gardening,Compost Bin,7,2,3,Convert kitchen waste into compost.
Automotive,Eco Car Wash Shampoo,7,7,2,Biodegradable car wash soap.
Household,Bamboo Toothbrush,8,2,4,Switch to biodegradable toothbrushes.
Clothing,Handkerchief,9,4,4,Reuse and wash instead of using tissues.
Beauty,Lipstick,5,1,1,Opt for refillable lipstick cases to reduce waste.
Toys,Wooden Blocks,5,3,3,Eco-friendly alternative to plastic toys.
Healthcare,Reusable Cotton Pads,5,2,1,Replace disposable wipes with reusable ones.
Toys,Wooden Blocks,8,5,2,Eco-friendly alternative to plastic toys.
Healthcare,Reusable Cotton Pads,8,3,5,Replace disposable wipes with reusable ones.
Beauty,Lipstick,10,6,3,Opt for refillable lipstick cases to reduce waste.
Beauty,Lipstick,8,6,5,Opt for refillable lipstick cases to reduce waste.
Beauty,Lipstick,10,5,5,Opt for refillable lipstick cases to reduce waste.
Gardening,Compost Bin,6,3,1,Convert kitchen waste into compost.
Clothing,Handkerchief,9,9,1,Reuse and wash instead of using tissues.
Furniture,Bamboo Chair,6,6,5,Sustainable alternative to plastic furniture.
Groceries,Reusable Bag,6,7,2,Avoid plastic bags by carrying a reusable one.
Beauty,Lipstick,9,10,3,Opt for refillable lipstick cases to reduce waste.
Gardening,Compost Bin,7,4,4,Convert kitchen waste into compost.
Household,Bamboo Toothbrush,9,1,3,Switch to biodegradable toothbrushes.
Groceries,Reusable Bag,9,10,2,Avoid plastic bags by carrying a reusable one.
Stationery,Notebook,8,8,1,Use recycled paper notebooks.
Electronics,LED Bulb,8,3,2,Switch to LED bulbs for lower energy usage.
Beauty,Lipstick,6,7,5,Opt for refillable lipstick cases to reduce waste.
Beauty,Lipstick,5,6,1,Opt for refillable lipstick cases to reduce waste.
Sports,Recycled Yoga Mat,9,10,5,Made from sustainable materials.
Toys,Wooden Blocks,6,2,4,Eco-friendly alternative to plastic toys.
Kitchen,Wooden Spoon,6,3,5,Use biodegradable wooden spoons instead of plastic.
Sports,Recycled Yoga Mat,5,9,5,Made from sustainable materials.
Stationery,Pen,10,2,2,Refillable pens reduce plastic waste.
Kitchen,Wooden Spoon,5,2,5,Use biodegradable wooden spoons instead of plastic.
Stationery,Pen,6,2,1,Refillable pens reduce plastic waste.
Stationery,Pen,6,7,3,Refillable pens reduce plastic waste.
Clothing,Handkerchief,10,8,1,Reuse and wash instead of using tissues.
Clothing,Handkerchief,7,8,5,Reuse and wash instead of using tissues.
Electronics,Laptop,9,8,1,Use energy-saving mode to reduce power consumption.
Kitchen,Steel Water Bottle,8,6,2,Refill instead of buying plastic bottles.
Stationery,Notebook,8,7,1,Use recycled paper notebooks.
Kitchen,Wooden Spoon,8,3,5,Use biodegradable wooden spoons instead of plastic.
Automotive,Eco Car Wash Shampoo,9,3,4,Biodegradable car wash soap.
Toys,Wooden Blocks,7,5,3,Eco-friendly alternative to plastic toys.
Sports,Recycled Yoga Mat,6,2,1,Made from sustainable materials.
Beauty,Lipstick,10,10,4,Opt for refillable lipstick cases to reduce waste.
Beauty,Lipstick,10,10,5,Opt for refillable lipstick cases to reduce waste.
Groceries,Reusable Bag,7,7,5,Avoid plastic bags by carrying a reusable one.
Beauty,Lipstick,10,8,3,Opt for refillable lipstick cases to reduce waste.
Stationery,Pen,6,8,2,Refillable pens reduce plastic waste.
Sports,Recycled Yoga Mat,9,2,4,Made from sustainable materials.
Beauty,Lipstick,8,1,2,Opt for refillable lipstick cases to reduce waste.
Furniture,Bamboo Chair,10,1,5,Sustainable alternative to plastic furniture.
Groceries,Reusable Bag,10,9,3,Avoid plastic bags by carrying a reusable one.
Clothing,Cotton Shirt,9,10,3,Wash with cold water to save energy.
Electronics,Laptop,5,8,4,Use energy-saving mode to reduce power consumption.
Electronics,Laptop,10,5,5,Use energy-saving mode to reduce power consumption.
Automotive,Eco Car Wash Shampoo,8,5,4,Biodegradable car wash soap.
Gardening,Compost Bin,10,4,3,Convert kitchen waste into compost.
Furniture,Bamboo Chair,5,6,4,Sustainable alternative to plastic furniture.
Furniture,Bamboo Chair,10,10,5,Sustainable alternative to plastic furniture.
Stationery,Pen,8,8,3,Refillable pens reduce plastic waste.
Kitchen,Wooden Spoon,7,2,5,Use biodegradable wooden spoons instead of plastic.
Automotive,Eco Car Wash Shampoo,5,3,1,Biodegradable car wash soap.
Beauty,Lipstick,10,3,5,Opt for refillable lipstick cases to reduce waste.
Kitchen,Wooden Spoon,6,1,2,Use biodegradable wooden spoons instead of plastic.
Groceries,Reusable Bag,9,5,4,Avoid plastic bags by carrying a reusable one.
Electronics,LED Bulb,7,8,5,Switch to LED bulbs for lower energy usage.
Toys,Wooden Blocks,7,10,2,Eco-friendly alternative to plastic toys.
Sports,Recycled Yoga Mat,10,2,2,Made from sustainable materials.
Beauty,Lipstick,6,5,3,Opt for refillable lipstick cases to reduce waste.
Household,Bamboo Toothbrush,7,8,1,Switch to biodegradable toothbrushes.
Groceries,Reusable Bag,8,3,5,Avoid plastic bags by carrying a reusable one.
Automotive,Eco Car Wash Shampoo,6,8,3,Biodegradable car wash soap.
Household,Bamboo Toothbrush,5,3,2,Switch to biodegradable toothbrushes.
Stationery,Pen,10,7,4,Refillable pens reduce plastic waste.
Automotive,Eco Car Wash Shampoo,10,9,3,Biodegradable car wash soap.
Gardening,Compost Bin,7,4,1,Convert kitchen waste into compost.
Clothing,Cotton Shirt,6,7,3,Wash with cold water to save energy.
Stationery,Notebook,10,7,3,Use recycled paper notebooks.
Electronics,Laptop,5,8,1,Use energy-saving mode to reduce power consumption.
Toys,Wooden Blocks,8,1,5,Eco-friendly alternative to plastic toys.
Sports,Recycled Yoga Mat,9,10,3,Made from sustainable materials.
Groceries,Reusable Bag,9,1,1,Avoid plastic bags by carrying a reusable one.
Groceries,Reusable Bag,5,6,3,Avoid plastic bags by carrying a reusable one.
Healthcare,Reusable Cotton Pads,6,2,1,Replace disposable wipes with reusable ones.
Automotive,Eco Car Wash Shampoo,9,9,3,Biodegradable car wash soap.
Kitchen,Steel Water Bottle,6,5,3,Refill instead of buying plastic bottles.
Beauty,Lipstick,6,5,1,Opt for refillable lipstick cases to reduce waste.
Toys,Wooden Blocks,7,4,1,Eco-friendly alternative to plastic toys.
Toys,Wooden Blocks,6,7,1,Eco-friendly alternative to plastic toys.
Beauty,Lipstick,6,8,5,Opt for refillable lipstick cases to reduce waste.
Clothing,Handkerchief,9,2,5,Reuse and wash instead of using tissues.
Clothing,Cotton Shirt,10,5,4,Wash with cold water to save energy.
Stationery,Notebook,8,2,3,Use recycled paper notebooks.
Clothing,Cotton Shirt,9,4,1,Wash with cold water to save energy.
Stationery,Notebook,7,7,1,Use recycled paper notebooks.
Furniture,Bamboo Chair,7,2,5,Sustainable alternative to plastic furniture.
Gardening,Compost Bin,7,2,2,Convert kitchen waste into compost.
Groceries,Reusable Bag,10,6,3,Avoid plastic bags by carrying a reusable one.
Toys,Wooden Blocks,8,3,1,Eco-friendly alternative to plastic toys.
Stationery,Notebook,10,8,5,Use recycled paper notebooks.
Kitchen,Wooden Spoon,9,9,3,Use biodegradable wooden spoons instead of plastic.
Electronics,Laptop,7,10,5,Use energy-saving mode to reduce power consumption.
Electronics,Laptop,10,2,5,Use energy-saving mode to reduce power consumption.
Stationery,Pen,10,5,3,Refillable pens reduce plastic waste.
Healthcare,Reusable Cotton Pads,10,5,5,Replace disposable wipes with reusable ones.
Electronics,LED Bulb,5,4,4,Switch to LED bulbs for lower energy usage.
Stationery,Pen,6,6,3,Refillable pens reduce plastic waste.
Kitchen,Steel Water Bottle,9,3,1,Refill instead of buying plastic bottles.
Furniture,Bamboo Chair,6,8,3,Sustainable alternative to plastic furniture.
Gardening,Compost Bin,7,5,4,Convert kitchen waste into compost.
Stationery,Notebook,5,4,2,Use recycled paper notebooks.
Groceries,Reusable Bag,6,3,3,Avoid plastic bags by carrying a reusable one.
Furniture,Bamboo Chair,9,5,4,Sustainable alternative to plastic furniture.
Household,Bamboo Toothbrush,8,3,1,Switch to biodegradable toothbrushes.
Toys,Wooden Blocks,9,2,1,Eco-friendly alternative to plastic toys.
Groceries,Reusable Bag,10,4,4,Avoid plastic bags by carrying a reusable one.
Beauty,Lipstick,10,2,2,Opt for refillable lipstick cases to reduce waste.
Beauty,Lipstick,7,7,5,Opt for refillable lipstick cases to reduce waste.
Toys,Wooden Blocks,9,9,2,Eco-friendly alternative to plastic toys.
Toys,Wooden Blocks,8,10,4,Eco-friendly alternative to plastic toys.
Gardening,Compost Bin,5,1,3,Convert kitchen waste into compost.
Automotive,Eco Car Wash Shampoo,9,2,5,Biodegradable car wash soap.
Groceries,Reusable Bag,5,10,1,Avoid plastic bags by carrying a reusable one.
Healthcare,Reusable Cotton Pads,6,1,1,Replace disposable wipes with reusable ones.
Healthcare,Reusable Cotton Pads,8,8,5,Replace disposable wipes with reusable ones.
Groceries,Reusable Bag,10,4,2,Avoid plastic bags by carrying a reusable one.
Household,Bamboo Toothbrush,7,3,4,Switch to biodegradable toothbrushes.
Furniture,Bamboo Chair,6,4,1,Sustainable alternative to plastic furniture.
Automotive,Eco Car Wash Shampoo,6,9,3,Biodegradable car wash soap.
Furniture,Bamboo Chair,5,6,4,Sustainable alternative to plastic furniture.
Automotive,Eco Car Wash Shampoo,9,7,5,Biodegradable car wash soap.
Sports,Recycled Yoga Mat,5,8,2,Made from sustainable materials.
Electronics,Laptop,10,5,2,Use energy-saving mode to reduce power consumption.
Gardening,Compost Bin,6,3,5,Convert kitchen waste into compost.
Household,Bamboo Toothbrush,9,6,4,Switch to biodegradable toothbrushes.
Gardening,Compost Bin,6,6,2,Convert kitchen waste into compost.
Household,Bamboo Toothbrush,9,4,1,Switch to biodegradable toothbrushes.
Kitchen,Steel Water Bottle,6,2,5,Refill instead of buying plastic bottles.
Household,Bamboo Toothbrush,8,1,1,Switch to biodegradable toothbrushes.
Toys,Wooden Blocks,6,9,5,Eco-friendly alternative to plastic toys.
Healthcare,Reusable Cotton Pads,5,8,3,Replace disposable wipes with reusable ones.
Beauty,Lipstick,10,2,5,Opt for refillable lipstick cases to reduce waste.
Electronics,Laptop,9,5,1,Use energy-saving mode to reduce power consumption.
Stationery,Pen,10,10,3,Refillable pens reduce plastic waste.
Clothing,Cotton Shirt,9,2,5,Wash with cold water to save energy.
Stationery,Pen,5,6,3,Refillable pens reduce plastic waste.
Beauty,Lipstick,5,4,4,Opt for refillable lipstick cases to reduce waste.
Gardening,Compost Bin,10,8,5,Convert kitchen waste into compost.
Stationery,Pen,7,10,2,Refillable pens reduce plastic waste.
Furniture,Bamboo Chair,8,6,2,Sustainable alternative to plastic furniture.
Sports,Recycled Yoga Mat,5,5,2,Made from sustainable materials.
Beauty,Lipstick,9,6,4,Opt for refillable lipstick cases to reduce waste.
Stationery,Notebook,7,5,4,Use recycled paper notebooks.
Automotive,Eco Car Wash Shampoo,10,5,3,Biodegradable car wash soap.
Stationery,Notebook,9,9,5,Use recycled paper notebooks.
Gardening,Compost Bin,8,10,2,Convert kitchen waste into compost.
Gardening,Compost Bin,9,6,5,Convert kitchen waste into compost.
Stationery,Pen,8,5,1,Refillable pens reduce plastic waste.
Household,Bamboo Toothbrush,8,9,2,Switch to biodegradable toothbrushes.
Household,Bamboo Toothbrush,6,3,4,Switch to biodegradable toothbrushes.
Automotive,Eco Car Wash Shampoo,8,6,4,Biodegradable car wash soap.
Toys,Wooden Blocks,6,8,2,Eco-friendly alternative to plastic toys.
Groceries,Reusable Bag,5,2,2,Avoid plastic bags by carrying a reusable one.
Gardening,Compost Bin,10,8,1,Convert kitchen waste into compost.
Household,Bamboo Toothbrush,8,3,4,Switch to biodegradable toothbrushes.
Healthcare,Reusable Cotton Pads,8,1,5,Replace disposable wipes with reusable ones.
Electronics,LED Bulb,7,9,1,Switch to LED bulbs for lower energy usage.
Household,Bamboo Toothbrush,10,10,2,Switch to biodegradable toothbrushes.
Kitchen,Steel Water Bottle,10,6,2,Refill instead of buying plastic bottles.
Household,Bamboo Toothbrush,10,3,1,Switch to biodegradable toothbrushes.
Healthcare,Reusable Cotton Pads,8,9,3,Replace disposable wipes with reusable ones.
Groceries,Reusable Bag,10,2,1,Avoid plastic bags by carrying a reusable one.
Gardening,Compost Bin,6,5,3,Convert kitchen waste into compost.
Sports,Recycled Yoga Mat,6,4,4,Made from sustainable materials.
Groceries,Reusable Bag,8,2,2,Avoid plastic bags by carrying a reusable one.
Beauty,Lipstick,7,6,2,Opt for refillable lipstick cases to reduce waste.
Sports,Recycled Yoga Mat,8,4,4,Made from sustainable materials.
Automotive,Eco Car Wash Shampoo,7,9,1,Biodegradable car wash soap.
Groceries,Reusable Bag,8,5,5,Avoid plastic bags by carrying a reusable one.
Groceries,Reusable Bag,9,7,1,Avoid plastic bags by carrying a reusable one.
Gardening,Compost Bin,5,2,5,Convert kitchen waste into compost.
Stationery,Pen,8,4,3,Refillable pens reduce plastic waste.
Beauty,Lipstick,7,2,3,Opt for refillable lipstick cases to reduce waste.
Clothing,Handkerchief,5,9,3,Reuse and wash instead of using tissues.
Healthcare,Reusable Cotton Pads,6,1,4,Replace disposable wipes with reusable ones.
Automotive,Eco Car Wash Shampoo,9,2,1,Biodegradable car wash soap.
Electronics,LED Bulb,9,8,5,Switch to LED bulbs for lower energy usage.
Furniture,Bamboo Chair,10,8,4,Sustainable alternative to plastic furniture.
Household,Bamboo Toothbrush,10,8,1,Switch to biodegradable toothbrushes.
Toys,Wooden Blocks,7,7,4,Eco-friendly alternative to plastic toys.
Beauty,Lipstick,6,6,5,Opt for refillable lipstick cases to reduce waste.
Kitchen,Wooden Spoon,9,1,4,Use biodegradable wooden spoons instead of plastic.
Stationery,Notebook,7,7,2,Use recycled paper notebooks.
Toys,Wooden Blocks,9,10,3,Eco-friendly alternative to plastic toys.
Stationery,Notebook,9,10,2,Use recycled paper notebooks.
Gardening,Compost Bin,5,7,5,Convert kitchen waste into compost.
